"date","startyear","startmonth","startday","starttime","endyear","endmonth","endday","endtime","locsi","locgungu","locmenu","locdong","locbunji","firecause","damagearea"
"2015-05-02","2015","05","02","17:30:00","2015","05","02","19:40:00","강원","강릉","주문진","삼교","산216","입산자실화","0.02"
"2015-05-05","2015","05","05","07:15:00","2015","05","05","08:30:00","강원","강릉","사천","노동","산133-2","담뱃불실화","0.01"
"2015-05-05","2015","05","05","10:40:00","2015","05","05","12:50:00","강원","강릉","왕산","대기","755-28","담뱃불실화","0.2"
"2015-05-05","2015","05","05","11:10:00","2015","05","05","12:20:00","강원","평창","봉평","무이","산166","입산자실화","0.1"
"2015-05-05","2015","05","05","16:32:00","2015","05","05","17:50:00","강원","횡성","횡성","학곡","산165","입산자실화","0.01"
"2015-05-05","2015","05","05","16:40:00","2015","05","05","18:30:00","경기","여주","점동","장안","197-1","입산자실화","1"
"2015-05-07","2015","05","07","12:00:00","2015","05","07","13:07:00","경북","문경","가은","민지","산37","농산부산물소각","0.1"
"2015-05-07","2015","05","07","13:15:00","2015","05","07","13:35:00","인천","서","오류","","산158-1","입산자실화","0.03"
"2015-05-07","2015","05","07","13:40:00","2015","05","07","14:40:00","강원","춘천","서","월송","산111","입산자실화","0.01"
"2015-05-07","2015","05","07","14:50:00","2015","05","07","16:00:00","강원","춘천","동산","군자","산125","농산부산물소각","0.01"
"2015-05-08","2015","05","08","13:27:00","2015","05","08","14:10:00","강원","강릉","왕산","왕산","산52","입산자실화","0.1"
"2015-05-10","2015","05","10","14:40:00","2015","05","10","15:40:00","경기","가평","가평","상색","산111","기타","0.01"
"2015-05-10","2015","05","10","15:20:00","2015","05","10","19:00:00","충북","단양","단성","장회","산1-3","입산자실화","0.1"
"2015-05-10","2015","05","10","15:30:00","2015","05","10","16:45:00","강원","강릉","왕산","대기","산61","입산자실화","0.1"
"2015-05-10","2015","05","10","16:35:00","2015","05","10","17:59:00","충북","청주 상당","미원","기암","산28","입산자실화","0.05"
"2015-05-11","2015","05","11","13:26:00","2015","05","11","15:00:00","강원","정선","임계","봉산","산150-2임","입산자실화","0.1"
"2015-05-11","2015","05","11","13:53:00","2015","05","11","15:30:00","경기","포천","신북","가채","182.0","입산자실화","0.2"
"2015-05-14","2015","05","14","14:10:00","2015","05","14","16:40:00","충남","태안","남","거아도","산7-1","기타","0.08"
"2015-05-17","2015","05","17","11:12:00","2015","05","17","14:15:00","강원","양양","현북","잔교","산96","입산자실화","0.3"
"2015-05-17","2015","05","17","17:10:00","2015","05","17","20:00:00","강원","홍천","내","율전","145외 1필","입산자실화","0.2"
"2015-05-17","2015","05","17","22:19:00","2015","05","18","12:00:00","경기","과천","문암","","산24","기타","0.5"
"2015-05-20","2015","05","20","09:54:00","2015","05","20","10:55:00","인천","계양","계산","","산52","입산자실화","0.02"
"2015-05-20","2015","05","20","14:00:00","2015","05","20","14:20:00","충남","공주","우성","방흥","산47-1","입산자실화","0.01"
"2015-05-21","2015","05","21","05:38:00","2015","05","21","06:42:00","인천","계양","계산","","산52","입산자실화","0.02"
"2015-05-21","2015","05","21","14:55:00","2015","05","21","20:00:00","강원","삼척","노곡","고자","산66","농산부산물소각","1.2"
"2015-05-21","2015","05","21","15:40:00","2015","05","21","21:00:00","강원","홍천","홍천","갈마곡","산67-22","입산자실화","1"
"2015-05-21","2015","05","21","15:53:00","2015","05","21","16:50:00","강원","횡성","우천","상대","산11","기타","0.01"
"2015-05-21","2015","05","21","15:55:00","2015","05","21","17:00:00","강원","영월","북","문곡","산177","농산부산물소각","0.04"
"2015-05-21","2015","05","21","19:22:00","2015","05","22","01:00:00","강원","강릉","왕산","대기","산345","입산자실화","0.7"
"2015-05-22","2015","05","22","11:20:00","2015","05","22","15:20:00","충남","공주","사곡","계실","산14","입산자실화","0.1"
"2015-05-22","2015","05","22","19:30:00","2015","05","22","22:00:00","대전","동","대성","","산11-8","기타","2"
"2015-05-23","2015","05","23","15:57:00","2015","05","23","17:21:00","경북","문경","가은","왕능","산59-3","기타","0.03"
"2015-05-23","2015","05","23","16:24:00","2015","05","23","17:30:00","경북","안동","일직","평팔","542-2","농산부산물소각","0.1"
"2015-05-23","2015","05","23","17:00:00","2015","05","23","19:00:00","경남","거제","고현","","산9","입산자실화","0.03"
"2015-05-23","2015","05","23","18:10:00","2015","05","23","20:00:00","강원","평창","평창","조둔","산102","입산자실화","0.5"
"2015-05-24","2015","05","24","10:45:00","2015","05","24","13:30:00","경기","연천","연천","상","산19-1","입산자실화","0.2"
"2015-05-24","2015","05","24","17:45:00","2015","05","25","14:00:00","경기","포천","일동","기산","산30","기타","3"
"2015-05-24","2015","05","24","23:05:00","2015","05","25","01:15:00","서울","은평","진관","","산34","입산자실화","0.1"
"2015-05-25","2015","05","25","01:21:00","2015","05","25","17:00:00","강원","횡성","갑천","병지방","산34","입산자실화","0.5"
"2015-05-25","2015","05","25","11:50:00","2015","05","25","13:50:00","경기","연천","군남","옥계","산4","농산부산물소각","0.19"
"2015-05-25","2015","05","25","14:32:00","2015","05","25","15:48:00","서울","광진","중곡","","176-117","기타","0.01"
"2015-05-25","2015","05","25","14:35:00","2015","05","25","16:42:00","전남","순천","주암","궁각","산15-1","기타","0.1"
"2015-05-25","2015","05","25","15:20:00","2015","05","25","16:00:00","충북","청주 흥덕","옥산","사정","산32","입산자실화","0.05"
"2015-05-25","2015","05","25","15:20:00","2015","05","25","18:30:00","충북","영동","황간","광평","산18-1","입산자실화","0.5"
"2015-05-25","2015","05","25","16:05:00","2015","05","25","19:00:00","경기","수원 장안","","조원","산63","입산자실화","0.01"
"2015-05-26","2015","05","26","00:03:00","2015","05","26","00:30:00","대구","북","태전","","산58","입산자실화","0.03"
"2015-05-26","2015","05","26","05:10:00","2015","05","26","07:10:00","경북","안동","서후","자품","산103","농산부산물소각","0.4"
"2015-05-26","2015","05","26","13:25:00","2015","05","26","15:10:00","전북","완주","상관","신","산59-1","기타","0.1"
"2015-05-26","2015","05","26","14:15:00","2015","05","26","16:00:00","경기","포천","소흘","직동","282.0","쓰레기소각","0.3"
"2015-05-27","2015","05","27","04:31:00","2015","05","27","07:52:00","경기","이천","신둔","지석","산1-62","기타","0.23"
"2015-05-27","2015","05","27","13:50:00","2015","05","27","14:30:00","충남","당진","시곡","","산261-11외","기타","0.01"
"2015-05-27","2015","05","27","14:50:00","2015","05","27","16:30:00","경기","포천","신북","가채","산5","기타","0.1"
"2015-05-27","2015","05","27","15:45:00","2015","05","27","18:30:00","경북","고령","다산","나정","산68","쓰레기소각","1.5"
"2015-05-27","2015","05","27","16:30:00","2015","05","27","18:00:00","대전","동","판암","","산30-6","기타","0.01"
"2015-05-27","2015","05","27","16:30:00","2015","05","27","18:00:00","경남","하동","금남","대치","산67-4","농산부산물소각","0.04"
"2015-05-27","2015","05","27","17:20:00","2015","05","27","19:30:00","경기","광주","쌍령","","산77-12","담뱃불실화","0.4"
"2015-05-28","2015","05","28","09:26:00","2015","05","28","11:50:00","서울","서대문","홍은","","8-1232","기타","0.01"
"2015-05-28","2015","05","28","11:40:00","2015","05","28","14:20:00","경기","남양주","진접","팔야","산123","기타","0.7"
"2015-05-28","2015","05","28","15:35:00","2015","05","28","23:00:00","경남","김해","생림","도요","688-28","기타","3"
"2015-05-28","2015","05","28","18:10:00","2015","05","28","19:35:00","강원","평창","미탄","한탄","산1","입산자실화","0.3"
"2015-05-29","2015","05","29","03:40:00","2015","05","29","17:30:00","경기","양주","남","황방","산57-1","입산자실화","0.03"
"2015-05-29","2015","05","29","08:10:00","2015","05","29","11:00:00","경기","구리","아천","","산51","기타","0.01"
"2015-05-29","2015","05","29","10:05:00","2015","05","29","19:00:00","경기","양주","마전","","산40","기타","0.1"
"2015-05-29","2015","05","29","13:44:00","2015","05","29","15:30:00","인천","남동","만수","","산67-1","기타","0.01"
"2015-05-29","2015","05","29","14:40:00","2015","05","29","15:50:00","경북","고령","다산","나정","산68","기타","0.01"
"2015-05-29","2015","05","29","15:05:00","2015","05","29","21:50:00","강원","삼척","가곡","동활","산49-1","입산자실화","0.25"
"2015-05-29","2015","05","29","22:48:00","2015","05","30","08:00:00","경기","이천","마장","양촌","산19-1","입산자실화","0.75"
"2015-05-31","2015","05","31","10:52:00","2015","05","31","16:30:00","강원","삼척","하장","갈전","산56","농산부산물소각","0.5"
"2015-05-31","2015","05","31","13:30:00","2015","05","31","18:00:00","강원","화천","상서","부촌","산38","입산자실화","0.03"
"2015-05-31","2015","05","31","14:27:00","2015","05","31","18:00:00","강원","화천","사내","명월","산28-1","입산자실화","0.06"
"2015-05-31","2015","05","31","14:30:00","2015","05","31","16:00:00","경북","경주","배","","산72-1","입산자실화","0.01"
"2015-05-31","2015","05","31","19:02:00","2015","05","31","23:05:00","강원","횡성","우천","양적","산4","입산자실화","0.15"
"2015-05-31","2015","05","31","19:21:00","2015","06","01","12:00:00","강원","홍천","서석","청량","산110","기타","0.2"
"2015-06-01","2015","06","01","05:30:00","2015","06","01","20:00:00","경기","남양주","별내","청학","산102-2","입산자실화","0.6"
"2015-06-01","2015","06","01","08:15:00","2015","06","01","11:00:00","경기","포천","소흘","이동교","산95-2","입산자실화","0.01"
"2015-06-01","2015","06","01","09:45:00","2015","06","01","14:00:00","경기","남양주","진건","송능","산3","기타","0.3"
"2015-06-01","2015","06","01","11:54:00","2015","06","01","14:20:00","경기","화성","서신","제부","산20-2","쓰레기소각","0.3"
"2015-06-01","2015","06","01","15:42:00","2015","06","01","19:00:00","경기","수원 장안","","상광교","산23-2","기타","0.01"
"2015-06-01","2015","06","01","15:43:00","2015","06","01","18:00:00","경기","용인 처인","모현","능원","산13-1","기타","0.06"
"2015-06-02","2015","06","02","10:40:00","2015","06","02","13:30:00","경기","구리","아천","","산51","기타","0.03"
"2015-06-02","2015","06","02","12:49:00","2015","06","02","16:00:00","경기","고양 덕양","","지축","산40-6","기타","0.3"
"2015-06-02","2015","06","02","15:30:00","2015","06","02","18:00:00","강원","춘천","남산","백양","산2-7","기타","0.09"
"2015-06-02","2015","06","02","20:51:00","2015","06","02","22:30:00","경북","경산","하양","동서","496-2","입산자실화","0.1"
"2015-06-02","2015","06","02","22:27:00","2015","06","03","02:30:00","경기","양주","마전","","산40","입산자실화","0.09"
"2015-06-03","2015","06","03","03:21:00","2015","06","03","19:15:00","경기","남양주","별내","청학","산102-2","입산자실화","1.5"
"2015-06-03","2015","06","03","10:15:00","2015","06","03","11:40:00","경남","산청","신등","장천","산165","농산부산물소각","0.03"
"2015-06-03","2015","06","03","11:58:00","2015","06","03","13:42:00","강원","횡성","둔내","현천","산339","농산부산물소각","0.1"
"2015-06-03","2015","06","03","13:07:00","2015","06","03","15:00:00","경기","남양주","진접","장현","산57","건축물화재비화","0.02"
"2015-06-03","2015","06","03","13:50:00","2015","06","03","18:20:00","강원","인제","남","정자","산43","입산자실화","0.5"
"2015-06-03","2015","06","03","14:10:00","2015","06","03","18:00:00","경기","포천","이동","도평","산378","기타","0.04"
"2015-06-03","2015","06","03","14:15:00","2015","06","03","15:30:00","경기","광주","쌍령","","산77-12","담뱃불실화","0.05"
"2015-06-03","2015","06","03","14:28:00","2015","06","03","19:00:00","강원","춘천","남","가정","산96","농산부산물소각","1"
"2015-06-03","2015","06","03","15:30:00","2015","06","03","19:30:00","경남","창녕","대합","대곡","산83","건축물화재비화","0.3"
"2015-06-03","2015","06","03","20:00:00","2015","06","04","09:25:00","경북","청송","현서","월정","산26","기타","3"
"2015-06-04","2015","06","04","03:30:00","2015","06","04","11:00:00","경기","양주","은현","봉암","산72","입산자실화","0.09"
"2015-06-04","2015","06","04","06:23:00","2015","06","04","19:30:00","경기","포천","이동","도평","산376-1","기타","5"
"2015-06-04","2015","06","04","06:57:00","2015","06","04","10:26:00","강원","홍천","두촌","원동","산34-10","기타","2"
"2015-06-04","2015","06","04","11:30:00","2015","06","04","15:40:00","경기","연천","중","합수","산27","농산부산물소각","0.3"
"2015-06-04","2015","06","04","11:45:00","2015","06","04","12:50:00","대구","달성","화원","설화","산72","쓰레기소각","0.16"
"2015-06-04","2015","06","04","13:20:00","2015","06","04","14:00:00","충북","청주 청원","내수","덕암","산36","입산자실화","0.02"
"2015-06-04","2015","06","04","13:30:00","2015","06","04","15:00:00","강원","철원","갈말","문혜","산31-1","쓰레기소각","1"
"2015-06-04","2015","06","04","14:36:00","2015","06","04","18:50:00","강원","강릉","왕산","송현","산242-1","기타","0.1"
"2015-06-04","2015","06","04","15:10:00","2015","06","04","16:30:00","충남","청양","장평","화산","산41-1","담뱃불실화","0.05"
"2015-06-04","2015","06","04","17:32:00","2015","06","04","19:10:00","경북","봉화","충양","도심","산33","쓰레기소각","0.1"
"2015-06-04","2015","06","04","22:09:00","2015","06","05","02:00:00","대전","유성","봉산","","산3","입산자실화","0.6"
"2015-06-04","2015","06","04","22:23:00","2015","06","04","00:00:00","경북","영주","순흥","석교","산7","기타","0.03"
"2015-06-04","2015","06","04","23:56:00","2015","06","05","01:40:00","강원","고성","간성","탑동","산145-1","기타","0.06"
"2015-06-05","2015","06","05","00:01:00","2015","06","05","08:50:00","경북","청송","현서","월정","산26","기타","0.5"
"2015-06-05","2015","06","05","03:16:00","2015","06","05","07:05:00","경기","남양주","별내","청학","산102-2","기타","0.06"
"2015-06-05","2015","06","05","04:55:00","2015","06","05","06:20:00","경북","봉화","봉성","봉양","산65","입산자실화","0"
"2015-06-05","2015","06","05","08:32:00","2015","06","05","09:50:00","강원","동해","천곡","","산16-1","입산자실화","0.02"
"2015-06-06","2015","06","06","10:30:00","2015","06","06","12:10:00","전북","완주","비봉","내월","산56-42","기타","0.1"
"2015-06-06","2015","06","06","12:50:00","2015","06","06","13:55:00","경북","상주","사벌","덕가","산71","쓰레기소각","0.01"
"2015-06-06","2015","06","06","15:20:00","2015","06","06","16:40:00","경기","화성","비봉","유포","산7-6","쓰레기소각","0.01"
"2015-06-06","2015","06","06","16:00:00","2015","06","06","17:00:00","충남","서산","대산","운산","산168-1","쓰레기소각","0.03"
"2015-06-06","2015","06","06","17:10:00","2015","06","06","19:30:00","경기","포천","이동","도평","산378","기타","0.5"
"2015-06-06","2015","06","06","18:00:00","2015","06","06","22:00:00","서울","종로","평창","","535-1","입산자실화","0.05"
"2015-06-06","2015","06","06","23:07:00","2015","06","07","03:50:00","서울","중랑","중화","","산1","기타","0.03"
"2015-06-07","2015","06","07","12:30:00","2015","06","07","14:30:00","강원","화천","화천","풍산","산121","기타","0.01"
"2015-06-07","2015","06","07","14:30:00","2015","06","07","16:30:00","전북","완주","비봉","내월","산56-43","기타","0.05"
"2015-06-07","2015","06","07","15:00:00","2015","06","07","17:00:00","전북","진안","부귀","수항","산184","입산자실화","0.1"
"2015-06-07","2015","06","07","16:10:00","2015","06","07","18:30:00","경기","포천","화현","화현","1160-4","기타","0.5"
"2015-06-07","2015","06","07","16:37:00","2015","06","07","17:20:00","광주","광산","연산","","산91","기타","0.01"
"2015-06-07","2015","06","07","17:30:00","2015","06","07","19:30:00","경기","구리","아천","","산51","기타","0.01"
"2015-06-08","2015","06","08","11:10:00","2015","06","08","13:30:00","경기","포천","신북","갈월","336-2","입산자실화","0.3"
"2015-06-08","2015","06","08","11:15:00","2015","06","08","12:30:00","경기","포천","창수","가양","산5","기타","0.01"
"2015-06-08","2015","06","08","16:20:00","2015","06","08","16:48:00","대전","동","판암","","산30-6","기타","0.01"
"2015-06-09","2015","06","09","13:19:00","2015","06","09","14:20:00","대구","동","각산","","산46-1","기타","0.05"
"2015-06-09","2015","06","09","17:03:00","2015","06","09","17:39:00","강원","인제","북","용대","산91","기타","0.01"
"2015-06-10","2015","06","10","11:11:00","2015","06","10","13:00:00","경북","영천","도림","","890-1","쓰레기소각","0.1"
"2015-06-10","2015","06","10","11:40:00","2015","06","10","13:30:00","경북","안동","임동","박곡","산78","농산부산물소각","0.1"
"2015-06-10","2015","06","10","12:41:00","2015","06","10","22:00:00","강원","횡성","서원","유현","산186","입산자실화","1"
"2015-06-10","2015","06","10","15:03:00","2015","06","10","19:50:00","강원","인제","북","용대","산62외 1필","입산자실화","0.25"
"2015-06-10","2015","06","10","16:00:00","2015","06","10","18:20:00","강원","정선","북평","남평","산130","농산부산물소각","0.4"
"2015-06-11","2015","06","11","12:54:00","2015","06","11","20:00:00","강원","홍천","화촌","야시대","산1-1","입산자실화","0.5"
"2015-06-11","2015","06","11","13:46:00","2015","06","11","15:50:00","서울","도봉","도봉","","산96-1","기타","0.01"
"2015-06-12","2015","06","12","13:40:00","2015","06","12","15:25:00","강원","인제","남","부평","산31","입산자실화","0.01"
"2015-06-12","2015","06","12","18:05:00","2015","06","12","19:11:00","대구","남","대명","","산222","입산자실화","0.05"
"2015-06-13","2015","06","13","10:31:00","2015","06","13","11:36:00","대전","동","대별","","산12-1","기타","0.01"
"2015-06-13","2015","06","13","13:00:00","2015","06","13","15:30:00","전북","정읍","칠보","수청","산59-2","입산자실화","0.03"
"2015-06-13","2015","06","13","14:40:00","2015","06","13","17:50:00","전남","신안","압해","고이","산116","기타","0.5"
"2015-06-13","2015","06","13","16:05:00","2015","06","13","19:00:00","경북","김천","부항","희곡","산35","기타","0.5"
"2015-06-13","2015","06","13","16:45:00","2015","06","13","17:20:00","전남","신안","압해","매화","산114-1","농산부산물소각","0.2"
"2015-06-14","2015","06","14","13:30:00","2015","06","14","13:54:00","경북","성주","선남","장학","산76","입산자실화","0.1"
"2015-06-14","2015","06","14","15:30:00","2015","06","14","20:00:00","충북","단양","단양","마조","산4-1","담뱃불실화","0.02"
"2015-06-14","2015","06","14","17:55:00","2015","06","14","19:20:00","경북","김천","구성","용호","산64","농산부산물소각","0.03"
"2015-06-15","2015","06","15","05:19:00","2015","06","15","08:45:00","경북","칠곡","지천","연호","산141-4","입산자실화","0.01"
"2015-06-15","2015","06","15","14:02:00","2015","06","15","17:30:00","강원","양구","남","야촌","산88임","기타","0.01"
"2015-06-15","2015","06","15","15:40:00","2015","06","15","17:30:00","경남","거창","거창","양평","산43","기타","0.02"
"2015-06-15","2015","06","15","15:50:00","2015","06","15","17:00:00","충북","제천","수산","대전","산76","쓰레기소각","0.05"
"2015-06-15","2015","06","15","16:00:00","2015","06","15","18:30:00","충북","제천","한수","탄지","산22-1","입산자실화","0.1"
"2015-06-16","2015","06","16","13:26:00","2015","06","16","15:10:00","강원","화천","간동","용호","산51","입산자실화","0.02"
"2015-06-16","2015","06","16","14:00:00","2015","06","16","17:30:00","대구","동","도학","","산84","입산자실화","0.07"
"2015-06-16","2015","06","16","14:30:00","2015","06","16","18:00:00","전남","나주","다시","동당","730임","쓰레기소각","0.8"
"2015-06-17","2015","06","17","15:50:00","2015","06","17","17:30:00","강원","춘천","북산","조교","산1-1","입산자실화","0.05"
"2015-06-17","2015","06","17","16:38:00","2015","06","17","17:25:00","대구","수성","범물","","산222","입산자실화","0.03"
"2015-06-18","2015","06","18","18:40:00","2015","06","19","10:00:00","충북","보은","산외","봉계","산37","입산자실화","1.1"
"2015-06-19","2015","06","19","13:39:00","2015","06","19","17:15:00","전남","무안","일로","지장","산136-1","쓰레기소각","0.12"
"2015-06-19","2015","06","19","17:10:00","2015","06","19","19:30:00","경기","안양 만안","","안양2","산22","기타","0.02"
"2015-06-22","2015","06","22","14:40:00","2015","06","22","17:30:00","강원","홍천","화촌","내삼포","산51","기타","0.1"
"2015-06-23","2015","06","23","14:45:00","2015","06","23","16:40:00","경기","화성","서신","전곡","194.0","농산부산물소각","0.12"
"2015-07-04","2015","07","04","10:10:00","2015","07","04","12:00:00","충북","보은","수한","장선","산8-1","담뱃불실화","0.1"
"2015-07-04","2015","07","04","18:51:00","2015","07","05","03:22:00","충북","진천","문백","은탄","산40","입산자실화","0.3"
"2015-07-05","2015","07","05","13:21:00","2015","07","05","16:07:00","충북","충주","산척","송강","산236-1","입산자실화","0.1"
"2015-07-31","2015","07","31","14:50:00","2015","07","31","18:20:00","경북","경주","외동","제내","산49","입산자실화","0.1"
"2015-08-02","2015","08","02","21:45:00","2015","08","02","23:30:00","경북","청송","청송","덕","산29","기타","0.03"
"2015-08-07","2015","08","07","08:00:00","2015","08","07","09:00:00","경북","안동","도산","동부","산111-1","입산자실화","0.1"
"2015-08-07","2015","08","07","15:20:00","2015","08","07","17:30:00","전남","신안","비금","수대","산56","기타","0.1"
"2015-08-09","2015","08","09","13:00:00","2015","08","09","16:30:00","경남","김해","상동","여차","산157","입산자실화","0.05"
"2015-08-15","2015","08","15","14:20:00","2015","08","15","18:30:00","충남","보령","남포","옥동","산31","입산자실화","0.03"
"2015-08-29","2015","08","29","01:50:00","2015","08","29","03:08:00","인천","중","운서","","산54-1","담뱃불실화","0.1"
"2015-08-29","2015","08","29","14:40:00","2015","08","29","16:40:00","인천","부평","부평","","산58","입산자실화","0.03"
"2015-08-29","2015","08","29","15:30:00","2015","08","29","17:40:00","전남","신안","팔금","진고","산59","입산자실화","0.01"
"2015-09-01","2015","09","01","11:20:00","2015","09","01","17:30:00","충남","보령","청라","옥계","산35-1","입산자실화","0.5"
"2015-09-01","2015","09","01","19:17:00","2015","09","01","21:10:00","인천","부평","부평","","산46","입산자실화","0.07"
"2015-09-08","2015","09","08","12:30:00","2015","09","08","13:54:00","경기","안성","대덕","보동","산1","기타","0.06"
"2015-09-09","2015","09","09","17:20:00","2015","09","09","19:00:00","경북","영주","평은","강동","산209","기타","0.06"
"2015-09-10","2015","09","10","01:58:00","2015","09","10","05:40:00","인천","옹진","대청","","산284-1","입산자실화","0.49"
"2015-09-15","2015","09","15","14:00:00","2015","09","15","15:24:00","경기","화성","양감","신왕","산109-2","쓰레기소각","0.01"
"2015-09-15","2015","09","15","14:40:00","2015","09","15","17:40:00","충남","논산","양촌","반암","산23","농산부산물소각","0.1"
"2015-09-18","2015","09","18","10:10:00","2015","09","18","11:10:00","경북","영주","장수","반구","산4","기타","0.1"
"2015-09-19","2015","09","19","14:00:00","2015","09","19","16:40:00","전북","완주","동상","사봉","산11","입산자실화","0.01"
"2015-09-21","2015","09","21","15:16:00","2015","09","21","18:00:00","경기","광주","퇴촌","도수","산66","기타","0.02"
"2015-09-22","2015","09","22","14:00:00","2015","09","22","15:30:00","충남","논산","성동","우곤","산65","기타","0.05"
"2015-09-22","2015","09","22","14:15:00","2015","09","22","16:10:00","경북","영양","일월","가곡","산123","기타","0.3"
"2015-09-22","2015","09","22","16:25:00","2015","09","22","17:25:00","인천","강화","하점","창후","산80","입산자실화","0.1"
"2015-09-24","2015","09","24","12:00:00","2015","09","24","12:50:00","경기","화성","봉담","내","산1-1","쓰레기소각","0.01"
"2015-09-25","2015","09","25","14:18:00","2015","09","25","15:48:00","강원","횡성","강림","강림","산245","기타","0.03"
"2015-09-26","2015","09","26","15:08:00","2015","09","26","18:30:00","경기","양주","남","황방","산83","입산자실화","0.2"
"2015-09-27","2015","09","27","03:00:00","2015","09","27","10:20:00","경기","안양 만안","","석수","산10-1","입산자실화","0.01"
"2015-09-27","2015","09","27","11:35:00","2015","09","27","14:10:00","강원","춘천","사북","원평","산8","입산자실화","0.01"
"2015-09-27","2015","09","27","15:30:00","2015","09","27","18:00:00","충남","태안","이원","당산","산267-9","입산자실화","0.05"
"2015-09-27","2015","09","27","16:40:00","2015","09","27","17:47:00","강원","원주","판부","서곡","산71-5","기타","0.01"
"2015-09-28","2015","09","28","10:00:00","2015","09","28","11:40:00","충남","공주","계룡","하대","산5-4","입산자실화","0.01"
"2015-09-28","2015","09","28","14:52:00","2015","09","28","15:52:00","경기","남양주","화도","답내","산21","기타","0.01"
"2015-09-28","2015","09","28","15:10:00","2015","09","28","16:20:00","충북","괴산","칠성","사은","산54-3","입산자실화","0.02"
"2015-09-28","2015","09","28","17:35:00","2015","09","28","23:10:00","인천","연수","동춘","","산10","기타","0.2"
"2015-09-28","2015","09","28","17:50:00","2015","09","28","21:50:00","대전","동","낭월","","산18-1","입산자실화","0.5"
"2015-09-28","2015","09","28","23:12:00","2015","09","28","23:35:00","인천","부평","부평","","산44-31","기타","0.01"
"2015-09-29","2015","09","29","10:43:00","2015","09","29","13:00:00","경기","파주","파평","마산2","산5","입산자실화","0.1"
"2015-09-29","2015","09","29","12:14:00","2015","09","29","13:10:00","경북","영주","부석","용암","산55","농산부산물소각","0.2"
"2015-09-29","2015","09","29","13:20:00","2015","09","29","16:00:00","경기","안양 만안","","안양","산21-11","입산자실화","0.01"
"2015-09-29","2015","09","29","14:00:00","2015","09","29","16:50:00","강원","원주","문막","비두","산235","입산자실화","0.05"
"2015-09-29","2015","09","29","14:05:00","2015","09","29","19:00:00","충남","태안","근흥","도황","산84-5","농산부산물소각","0.6"
"2015-09-29","2015","09","29","15:15:00","2015","09","29","18:30:00","충남","금산","복수","백암","산31-1","입산자실화","0.1"
"2015-09-29","2015","09","29","15:15:00","2015","09","29","16:30:00","충남","청양","청남","대흥","산23-1","농산부산물소각","0.01"
"2015-10-04","2015","10","04","15:15:00","2015","10","04","17:05:00","경북","상주","내서","서만","산69","쓰레기소각","0.2"
"2015-10-05","2015","10","05","12:20:00","2015","10","05","15:10:00","충남","보령","천북","장은","산144-1","입산자실화","0.03"
"2015-10-05","2015","10","05","13:14:00","2015","10","05","17:00:00","경기","파주","적성","장현","산4","담뱃불실화","0.2"
"2015-10-06","2015","10","06","14:28:00","2015","10","06","17:22:00","경북","봉화","명호","관창","산44-1","기타","0.5"
"2015-10-06","2015","10","06","15:10:00","2015","10","06","17:40:00","강원","철원","갈말","문혜","산140-8","입산자실화","0.1"
"2015-10-06","2015","10","06","15:41:00","2015","10","06","18:00:00","경기","수원 장안","","하광교","산11-3","입산자실화","0.01"
"2015-10-07","2015","10","07","13:00:00","2015","10","07","15:30:00","전북","완주","운주","장선","산48-1","입산자실화","0.02"
"2015-10-07","2015","10","07","13:25:00","2015","10","07","15:00:00","경북","김천","조마","신곡","산25-1","담뱃불실화","0.01"
"2015-10-07","2015","10","07","15:30:00","2015","10","07","17:00:00","경북","경주","내남","용장","산1-1","입산자실화","0.02"
"2015-10-08","2015","10","08","13:30:00","2015","10","08","17:30:00","경기","양주","장흥","부곡","산16-1","입산자실화","0.03"
"2015-10-09","2015","10","09","15:50:00","2015","10","09","17:40:00","경북","예천","용문","원류","산10-1","입산자실화","0.2"
"2015-10-10","2015","10","10","00:20:00","2015","10","10","09:00:00","경북","김천","남","오봉","산139","기타","0.5"
"2015-10-10","2015","10","10","03:00:00","2015","10","10","06:00:00","경기","의정부","장암","","산150","입산자실화","0.1"
"2015-10-11","2015","10","11","12:10:00","2015","10","11","16:39:00","강원","춘천","서","당림","산1-1","기타","0.01"
"2015-10-13","2015","10","13","13:32:00","2015","10","13","18:00:00","부산","금정","오륜","","산30-3","입산자실화","0.26"
"2015-10-13","2015","10","13","14:17:00","2015","10","13","17:00:00","경남","하동","적량","고절","산85","입산자실화","0.12"
"2015-10-13","2015","10","13","14:20:00","2015","10","13","15:30:00","충북","옥천","동이","조령","산61-1","입산자실화","0.02"
"2015-10-16","2015","10","16","13:55:00","2015","10","16","17:00:00","경남","진주","집현","사촌","산128","담뱃불실화","0.02"
"2015-10-16","2015","10","16","15:35:00","2015","10","16","16:30:00","강원","정선","정선","봉양","산6-1","기타","0.05"
"2015-10-17","2015","10","17","09:20:00","2015","10","17","15:02:00","강원","강릉","연곡","삼산","산1-1","입산자실화","0.8"
"2015-10-17","2015","10","17","15:57:00","2015","10","17","18:07:00","강원","철원","갈말","문혜","산304-2","기타","0.05"
"2015-10-17","2015","10","17","20:45:00","2015","10","18","18:00:00","경기","과천","막계","","산35","입산자실화","0.3"
"2015-10-18","2015","10","18","14:55:00","2015","10","18","16:20:00","경북","성주","수륜","신정","산6-3","기타","0.1"
