"date","startyear","startmonth","startday","starttime","endyear","endmonth","endday","endtime","locsi","locgungu","locmenu","locdong","locbunji","firecause","damagearea"
"2015-10-19","2015","10","19","13:13:00","2015","10","19","16:00:00","전남","순천","별량","대룡","산281","기타","1"
"2015-10-20","2015","10","20","10:54:00","2015","10","20","13:27:00","경북","봉화","상운","문촌","산150","농산부산물소각","0.1"
"2015-10-23","2015","10","23","13:30:00","2015","10","23","15:30:00","경남","김해","대동","수안","산31","입산자실화","0.1"
"2015-10-23","2015","10","23","18:28:00","2015","10","23","20:45:00","경북","안동","도산","단천","산128-1","기타","0.1"
"2015-10-23","2015","10","23","19:30:00","2015","10","23","22:00:00","경북","울진","금강송","광희","산8-2","기타","0.01"
"2015-10-24","2015","10","24","12:02:00","2015","10","24","18:30:00","강원","강릉","왕산","대기","산818","기타","0.5"
"2015-10-25","2015","10","25","11:25:00","2015","10","25","13:30:00","충북","옥천","군북","자모","산16","입산자실화","0.1"
"2015-10-25","2015","10","25","11:51:00","2015","10","25","14:30:00","경북","김천","감문","금곡","산94","농산부산물소각","0.1"
"2015-10-25","2015","10","25","14:10:00","2015","10","25","16:30:00","전북","순창","풍산","죽곡","산110","입산자실화","0.1"
"2015-10-25","2015","10","25","14:30:00","2015","10","25","17:10:00","충남","아산","도고","도산","산19-2","입산자실화","0.05"
"2015-10-25","2015","10","25","16:12:00","2015","10","25","17:50:00","경북","문경","산북","월천","산95임","농산부산물소각","0.1"
"2015-10-25","2015","10","25","22:48:00","2015","10","26","02:55:00","강원","평창","진부","봉산","산1임","기타","0.1"
"2015-10-25","2015","10","25","23:53:00","2015","10","26","00:19:00","부산","사상","주례","","산113-10","입산자실화","0.01"
"2015-10-26","2015","10","26","12:00:00","2015","10","26","15:30:00","전북","부안","부안","서외","산3-1","쓰레기소각","0.15"
"2015-10-30","2015","10","30","14:31:00","2015","10","30","18:00:00","경남","창원 의창","","용호","산33-1","입산자실화","0.21"
"2015-10-31","2015","10","31","00:35:00","2015","10","31","10:00:00","전북","부안","위도","치도","산192-1","입산자실화","0.1"
"2015-10-31","2015","10","31","11:30:00","2015","10","31","13:30:00","경남","양산","평산","","산119-8","입산자실화","0.01"
"2015-10-31","2015","10","31","13:50:00","2015","10","31","15:40:00","경북","문경","문경","각서","산25","기타","0.2"
"2015-11-01","2015","11","01","16:40:00","2015","11","01","18:05:00","강원","홍천","내","방내","산281","입산자실화","0.1"
"2015-11-02","2015","11","02","13:50:00","2015","11","02","15:00:00","강원","강릉","연곡","방내","산100","농산부산물소각","0.03"
"2015-11-02","2015","11","02","16:35:00","2015","11","02","18:55:00","강원","양구","남","창","산100","입산자실화","0.3"
"2015-11-03","2015","11","03","11:33:00","2015","11","03","12:20:00","경북","영주","장수","두전","산26","기타","0.01"
"2015-11-03","2015","11","03","14:20:00","2015","11","03","16:30:00","경기","양평","옥천","용천","산27","입산자실화","0.3"
"2015-11-03","2015","11","03","14:31:00","2015","11","03","16:35:00","부산","사상","모라","","산3","입산자실화","0.03"
"2015-11-04","2015","11","04","10:35:00","2015","11","04","14:00:00","강원","인제","상남","하남","산156-1","기타","0.2"
"2015-11-05","2015","11","05","14:06:00","2015","11","05","16:30:00","경북","영덕","지품","낙평","산8","입산자실화","0.5"
"2015-12-09","2015","12","09","16:50:00","2015","12","09","17:11:00","대전","동","신촌","","산5-1","입산자실화","0.03"
"2015-12-12","2015","12","12","13:32:00","2015","12","12","15:10:00","강원","횡성","횡성","갈풍","산11-4","쓰레기소각","0.03"
"2015-12-16","2015","12","16","13:40:00","2015","12","16","16:00:00","강원","양양","현남","인구","산35-4","입산자실화","0.1"
"2015-12-19","2015","12","19","20:04:00","2015","12","19","21:00:00","강원","인제","남","어론","산3","기타","0.01"
"2015-12-22","2015","12","22","13:54:00","2015","12","22","14:30:00","강원","강릉","학","","291-1(임)","담뱃불실화","0.01"
"2015-12-28","2015","12","28","15:10:00","2015","12","28","17:30:00","경북","문경","호계","선암","산30임","입산자실화","0.8"
"2015-12-28","2015","12","28","22:05:00","2015","12","28","00:00:00","경남","고성","마암","두호","555번지","건축물화재비화","0.2"
"2015-12-29","2015","12","29","14:00:00","2015","12","29","16:30:00","경북","봉화","석포","대현","산51","기타","0.1"
"2016-01-03","2016","01","03","14:03:00","2016","01","03","16:20:00","경북","영양","청기","상청","산27","입산자실화","0.5"
"2016-01-05","2016","01","05","14:31:00","2016","01","05","17:30:00","경기","성남 수정","","금토","산67-1","기타","0.1"
"2016-01-06","2016","01","06","15:13:00","2016","01","06","16:30:00","강원","고성","거진","거진","산73","담뱃불실화","0.06"
"2016-01-06","2016","01","06","17:48:00","2016","01","06","21:20:00","경북","울진","금강송","광회","산51-1","건축물화재비화","0.3"
"2016-01-08","2016","01","08","13:20:00","2016","01","08","14:15:00","경북","칠곡","동명","금암","산93-1","쓰레기소각","0.2"
"2016-01-09","2016","01","09","14:48:00","2016","01","09","16:40:00","경북","영양","일월","주곡","산48","쓰레기소각","0.3"
"2016-01-10","2016","01","10","15:34:00","2016","01","10","17:53:00","경기","남양주","화도","구암","산95-2","쓰레기소각","0.2"
"2016-01-11","2016","01","11","11:00:00","2016","01","11","12:50:00","경기","광주","퇴촌","","산92","쓰레기소각","0.03"
"2016-01-12","2016","01","12","02:50:00","2016","01","12","03:20:00","경기","이천","증포","","산52-2","농산부산물소각","0.33"
"2016-01-12","2016","01","12","12:35:00","2016","01","12","13:03:00","울산","울주","온산","삼평","산90","농산부산물소각","0.1"
"2016-01-12","2016","01","12","14:28:00","2016","01","12","15:20:00","강원","양구","남","가오작","산180","쓰레기소각","0.05"
"2016-01-13","2016","01","13","11:25:00","2016","01","13","12:05:00","강원","원주","호저","매호","산28-6","농산부산물소각","0.03"
"2016-01-15","2016","01","15","01:55:00","2016","01","15","05:00:00","경기","광주","퇴촌","도수","산82","입산자실화","0.06"
"2016-01-16","2016","01","16","21:30:00","2016","01","17","08:00:00","경기","파주","법원","삼방","산27","입산자실화","0.5"
"2016-01-16","2016","01","16","22:45:00","2016","01","17","06:00:00","인천","강화","양도","인산","산236","기타","0.33"
"2016-01-17","2016","01","17","11:18:00","2016","01","17","12:25:00","경북","안동","풍산","마애","산35-3","농산부산물소각","0.01"
"2016-01-18","2016","01","18","17:27:00","2016","01","18","20:08:00","경기","남양주","와부","도곡","산172","건축물화재비화","0.2"
"2016-01-19","2016","01","19","18:40:00","2016","01","19","21:29:00","강원","강릉","구정","금광","산40-1","건축물화재비화","3"
"2016-01-20","2016","01","20","10:47:00","2016","01","20","11:28:00","대구","수성","가천","","산23-2","입산자실화","0.01"
"2016-01-22","2016","01","22","15:41:00","2016","01","22","17:00:00","부산","북","만덕","","산235","기타","0.2"
"2016-01-22","2016","01","22","16:25:00","2016","01","22","17:30:00","강원","춘천","신동","팔미","산49","입산자실화","0.01"
"2016-01-23","2016","01","23","14:54:00","2016","01","23","16:50:00","경기","부천","오정","원종","산59-3","기타","0.1"
"2016-01-24","2016","01","24","15:00:00","2016","01","24","16:18:00","경기","가평","가평","마장","439-1","입산자실화","0.04"
"2016-01-25","2016","01","25","12:50:00","2016","01","25","14:30:00","전남","여수","선원","","산59","입산자실화","0.3"
"2016-01-25","2016","01","25","14:07:00","2016","01","25","14:50:00","경기","가평","가평","개곡","산236","쓰레기소각","0.01"
"2016-01-25","2016","01","25","16:18:00","2016","01","25","19:00:00","경기","용인 기흥","","지곡","산9-10","쓰레기소각","0.09"
"2016-01-25","2016","01","25","17:02:00","2016","01","25","20:00:00","강원","춘천","남","발산","163.0","기타","0.3"
"2016-01-26","2016","01","26","03:58:00","2016","01","26","07:00:00","강원","춘천","사북","지암","산46","기타","0.1"
"2016-01-26","2016","01","26","16:46:00","2016","01","26","17:50:00","강원","양양","강현","사교","산85-1","쓰레기소각","0.03"
"2016-01-27","2016","01","27","13:04:00","2016","01","27","14:25:00","경기","양평","서종","수입","산2-1","쓰레기소각","0.7"
"2016-01-27","2016","01","27","16:22:00","2016","01","27","17:22:00","강원","원주","귀래","운계","산93-4","쓰레기소각","0.15"
"2016-01-27","2016","01","27","16:37:00","2016","01","27","17:20:00","서울","강북","수유","","산127-1","건축물화재비화","0.01"
"2016-01-29","2016","01","29","01:22:00","2016","01","29","04:30:00","강원","홍천","내촌","서곡","산10","쓰레기소각","0.05"
"2016-01-29","2016","01","29","11:51:00","2016","01","29","14:00:00","강원","홍천","북방","상화계","산1","입산자실화","0.03"
"2016-01-31","2016","01","31","06:15:00","2016","01","31","11:00:00","서울","강북","우이","","산71","입산자실화","0.3"
"2016-01-31","2016","01","31","13:07:00","2016","01","31","14:10:00","강원","영월","수주","운학","산226-1","건축물화재비화","0.05"
"2016-02-01","2016","02","01","14:36:00","2016","02","01","15:30:00","강원","원주","신림","황둔","산83-1","입산자실화","0.01"
"2016-02-01","2016","02","01","16:10:00","2016","02","01","19:00:00","경기","양평","용문","조현","346.0","쓰레기소각","0.5"
"2016-02-01","2016","02","01","17:49:00","2016","02","01","19:30:00","강원","홍천","내촌","답풍","산1-2","기타","0.3"
"2016-02-01","2016","02","01","18:53:00","2016","02","01","23:00:00","인천","남동","장수","","산78","입산자실화","0.15"
"2016-02-02","2016","02","02","14:10:00","2016","02","02","15:20:00","전남","여수","봉계","","산105","입산자실화","0.01"
"2016-02-02","2016","02","02","21:08:00","2016","02","02","23:00:00","서울","종로","무악","","산3-4","기타","0.01"
"2016-02-03","2016","02","03","15:29:00","2016","02","03","17:30:00","경기","남양주","평내","","산50-1","기타","0.15"
"2016-02-04","2016","02","04","11:22:00","2016","02","04","12:44:00","강원","원주","문막","취병","산77-9","쓰레기소각","0.05"
"2016-02-04","2016","02","04","13:35:00","2016","02","04","17:00:00","강원","춘천","동","장학","산15","기타","1"
"2016-02-04","2016","02","04","13:45:00","2016","02","04","14:35:00","경북","영주","단산","단곡","산142","농산부산물소각","0.1"
"2016-02-05","2016","02","05","15:28:00","2016","02","05","18:00:00","경기","양평","개군","내","산44-3","입산자실화","0.5"
"2016-02-05","2016","02","05","15:56:00","2016","02","05","17:50:00","강원","횡성","우천","하궁","산42","쓰레기소각","0.8"
"2016-02-05","2016","02","05","16:10:00","2016","02","05","17:00:00","서울","서초","원지","","산4-17","기타","0.01"
"2016-02-05","2016","02","05","16:12:00","2016","02","05","16:51:00","경기","동두천","광암","","산39","농산부산물소각","0.13"
"2016-02-06","2016","02","06","15:10:00","2016","02","06","15:40:00","경기","안성","도기","","산36-5","쓰레기소각","0.01"
"2016-02-07","2016","02","07","13:38:00","2016","02","07","14:47:00","경기","가평","가평","이화","산88-1","쓰레기소각","0.02"
"2016-02-07","2016","02","07","15:30:00","2016","02","07","18:20:00","경북","영주","부석","우곡","산17외 3필","농산부산물소각","1.5"
"2016-02-07","2016","02","07","15:45:00","2016","02","07","16:50:00","전남","여수","화양","옥적","산533-1","쓰레기소각","0.01"
"2016-02-07","2016","02","07","19:40:00","2016","02","07","00:00:00","전남","광양","광양","구산","산16 등 3필","기타","0.15"
"2016-02-08","2016","02","08","12:20:00","2016","02","08","13:25:00","경북","영천","북안","자포","산2","기타","0.2"
"2016-02-08","2016","02","08","13:22:00","2016","02","08","15:45:00","강원","횡성","횡성","정암","산64 외 5필","농산부산물소각","3"
"2016-02-08","2016","02","08","15:51:00","2016","02","08","18:00:00","전남","나주","다시","송촌","산79-1 등 3필","쓰레기소각","0.2"
"2016-02-08","2016","02","08","19:10:00","2016","02","08","19:50:00","울산","울주","용촌","대복","산67-2","입산자실화","0.01"
"2016-02-09","2016","02","09","03:00:00","2016","02","09","09:00:00","대구","수성","범물","","산164","건축물화재비화","0.15"
"2016-02-09","2016","02","09","11:55:00","2016","02","09","13:40:00","경기","김포","대곶","대능","산49-5(임)","쓰레기소각","0.1"
"2016-02-09","2016","02","09","12:10:00","2016","02","09","12:39:00","부산","금정","부곡","","산13-7","담뱃불실화","0.01"
"2016-02-09","2016","02","09","14:50:00","2016","02","09","15:40:00","경북","청도","각북","금천","산86-9","농산부산물소각","0.06"
"2016-02-09","2016","02","09","15:59:00","2016","02","09","17:40:00","경기","화성","향남","증거","산24","입산자실화","0.2"
"2016-02-09","2016","02","09","17:37:00","2016","02","09","18:40:00","경북","안동","풍산","노","산35","쓰레기소각","0.03"
"2016-02-10","2016","02","10","00:17:00","2016","02","10","03:00:00","인천","강화","양도","사기","467-8","입산자실화","0.01"
"2016-02-10","2016","02","10","11:33:00","2016","02","10","13:30:00","경기","광주","직","","산20","쓰레기소각","0.6"
"2016-02-10","2016","02","10","12:54:00","2016","02","10","16:00:00","인천","연수","동춘","","산74","담뱃불실화","0.5"
"2016-02-10","2016","02","10","13:40:00","2016","02","10","15:45:00","강원","춘천","북산","청평","산182-4","기타","0.02"
"2016-02-10","2016","02","10","14:25:00","2016","02","10","15:50:00","경기","여주","홍천","문장","산72","쓰레기소각","0.6"
