일시,평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),최저습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),실효습도(%),월,산불발생여부,산불발생건수,피해면적(ha)
2021-12-05,6.6,14.3,1.2,50.1,37.0,0.0,2.6,4.5,250.0,45.46600000000001,12,0,0,0.0
2021-12-06,9.6,16.6,5.3,42.4,22.0,0.0,1.9,3.3,250.0,43.112,12,0,0,0.0
2021-12-07,7.1,8.9,5.4,77.9,46.0,11.4,1.9,3.7,250.0,67.537,12,0,0,0.0
2021-12-08,7.4,15.1,4.0,73.8,48.0,0.0,2.0,4.5,250.0,71.711,12,0,0,0.0
2021-12-09,8.0,14.3,2.2,65.5,45.0,0.0,0.8,2.9,250.0,67.335,12,0,0,0.0
2021-12-10,10.9,17.1,6.5,62.9,49.0,0.0,1.9,3.7,230.0,64.633,12,0,0,0.0
2021-12-11,10.3,15.9,7.1,56.0,39.0,0.0,2.2,4.5,250.0,58.57899999999999,12,0,0,0.0
2021-12-12,6.7,12.3,0.4,38.0,26.0,0.0,3.4,6.3,250.0,44.16799999999999,12,0,0,0.0
2021-12-13,2.7,9.8,-1.8,30.0,19.0,0.0,2.8,5.1,230.0,34.407000000000004,12,0,0,0.0
2021-12-14,6.1,9.6,1.8,49.8,33.0,0.0,3.7,6.1,230.0,45.2,12,0,0,0.0
2021-12-15,9.5,11.4,6.0,59.3,51.0,0.0,3.4,5.5,230.0,54.71,12,0,0,0.0
2021-12-16,9.3,13.9,6.9,43.0,25.0,0.0,2.9,5.3,230.0,46.34599999999999,12,0,0,0.0
2021-12-17,0.2,8.0,-7.1,28.3,18.0,0.0,3.4,7.8,250.0,34.05499999999999,12,0,0,0.0
2021-12-18,-0.9,6.6,-7.6,39.0,16.0,0.0,3.2,6.1,230.0,37.749,12,0,0,0.0
2021-12-19,3.1,7.1,-0.8,40.8,20.0,0.0,3.2,5.2,230.0,39.631,12,1,1,0.01
2021-12-20,9.2,11.7,3.9,52.1,42.0,0.0,3.8,7.5,230.0,48.209,12,0,0,0.0
2021-12-21,10.6,14.4,6.1,45.5,36.0,0.0,4.2,7.9,250.0,46.296,12,0,0,0.0
2021-12-22,5.0,8.8,1.9,65.8,36.0,0.5,2.4,4.3,320.0,60.03099999999999,12,0,0,0.0
2021-12-23,5.2,11.1,1.7,53.3,30.0,0.0,1.9,4.1,230.0,55.218,12,0,0,0.0
2021-12-24,4.5,8.7,0.8,67.4,50.0,14.4,2.6,6.5,290.0,63.81100000000001,12,0,0,0.0
2021-12-25,-3.8,0.9,-9.4,56.3,34.0,17.6,2.2,5.1,250.0,58.595,12,0,0,0.0
2021-12-26,-7.4,-0.4,-12.0,37.3,24.0,0.0,3.1,5.7,230.0,43.687,12,0,0,0.0
2021-12-27,-2.2,5.6,-8.5,39.9,24.0,0.0,3.1,5.3,230.0,41.353,12,0,0,0.0
2021-12-28,2.4,8.0,-2.9,41.8,22.0,0.0,3.2,6.2,230.0,41.53999999999999,12,0,0,0.0
2021-12-29,5.0,8.1,2.6,54.8,42.0,0.0,3.2,4.9,250.0,50.63199999999999,12,0,0,0.0
2021-12-30,-0.5,3.0,-3.5,37.0,25.0,0.0,3.4,6.4,230.0,40.983,12,0,0,0.0
2021-12-31,-3.0,1.9,-6.5,29.4,20.0,0.0,3.4,5.3,250.0,33.06999999999999,12,0,0,0.0
2022-01-01,-0.4,6.4,-5.7,34.0,20.0,0.0,2.5,5.3,230.0,33.913999999999994,1,0,0,0.0
2022-01-02,4.3,8.7,0.0,41.3,19.0,0.0,3.3,6.1,230.0,38.87799999999999,1,0,0,0.0
2022-01-03,1.9,5.9,-1.2,35.4,16.0,0.0,3.0,5.7,250.0,36.302,1,0,0,0.0
2022-01-04,1.3,5.9,-2.1,46.9,22.0,0.0,1.7,4.0,250.0,43.821,1,0,0,0.0
2022-01-05,1.1,5.7,-3.3,60.9,45.0,0.0,2.1,4.0,230.0,55.727,1,0,0,0.0
2022-01-06,1.7,8.0,-3.0,57.0,27.0,0.0,2.0,5.1,320.0,56.425,1,0,0,0.0
2022-01-07,2.6,9.5,-1.7,41.1,21.0,0.0,2.3,4.0,250.0,45.84,1,0,0,0.0
2022-01-08,4.8,9.7,1.7,42.3,26.0,0.0,3.6,7.8,230.0,43.647,1,0,0,0.0
2022-01-09,4.2,8.5,0.8,62.0,48.0,0.0,1.4,3.8,250.0,56.447,1,0,0,0.0
2022-01-10,4.4,9.2,0.6,60.8,45.0,0.0,2.3,4.5,250.0,59.15399999999999,1,0,0,0.0
2022-01-11,-0.3,3.6,-5.4,38.9,19.0,0.0,3.4,5.5,250.0,44.999,1,0,0,0.0
2022-01-12,-2.7,3.3,-7.2,31.5,21.0,0.0,3.5,5.8,230.0,35.946,1,0,0,0.0
2022-01-13,-3.0,0.6,-5.6,30.8,22.0,0.0,3.6,7.4,230.0,32.407,1,0,0,0.0
2022-01-14,-1.1,6.0,-6.3,34.3,16.0,0.0,2.4,5.0,230.0,33.542,1,0,0,0.0
2022-01-15,3.4,7.4,-0.5,37.1,26.0,0.0,2.5,5.1,230.0,35.931,1,0,0,0.0
2022-01-16,3.3,6.7,-1.8,37.8,23.0,0.0,3.5,5.9,230.0,37.205,1,0,0,0.0
2022-01-17,-1.5,3.2,-4.3,29.3,17.0,0.0,3.2,6.2,230.0,31.696,1,0,0,0.0
2022-01-18,-2.3,3.2,-6.4,36.8,20.0,0.0,1.9,3.2,250.0,35.379,1,0,0,0.0
2022-01-19,-0.5,5.1,-3.9,49.0,32.0,2.8,2.2,5.3,320.0,44.845,1,0,0,0.0
2022-01-20,-1.6,2.7,-3.5,61.8,47.0,2.6,2.9,4.9,290.0,56.515,1,0,0,0.0
2022-01-21,0.5,6.7,-5.0,59.4,38.0,0.0,2.3,4.4,250.0,58.474,1,0,0,0.0
2022-01-22,1.5,8.1,-2.6,67.6,49.0,0.0,1.6,4.0,250.0,64.996,1,0,0,0.0
2022-01-23,2.9,7.1,-0.7,77.1,61.0,0.8,1.9,4.5,320.0,73.502,1,0,0,0.0
2022-01-24,2.4,3.9,1.1,84.3,72.0,1.2,1.1,2.3,250.0,80.94399999999999,1,0,0,0.0
2022-01-25,4.2,7.8,0.5,64.3,55.0,0.0,2.1,3.8,230.0,69.295,1,0,0,0.0
2022-01-26,5.3,10.0,2.5,46.1,27.0,0.0,2.3,4.3,230.0,53.344,1,0,0,0.0
2022-01-27,3.0,8.5,-0.7,53.8,31.0,0.0,2.1,3.7,320.0,53.91,1,0,0,0.0
2022-01-28,2.0,6.2,-1.3,37.3,24.0,0.0,2.4,3.9,250.0,42.026,1,0,0,0.0
2022-01-29,1.7,7.4,-2.2,30.3,20.0,0.0,2.6,6.0,250.0,33.819,1,0,0,0.0
2022-01-30,0.5,5.4,-3.8,39.1,27.0,0.0,2.4,4.2,250.0,37.655,1,0,0,0.0
2022-01-31,3.0,9.2,-2.3,31.0,16.0,0.0,2.6,5.9,250.0,32.76,1,0,0,0.0
2022-02-01,2.1,5.8,-0.6,46.1,27.0,0.0,3.2,5.9,230.0,42.116,2,0,0,0.0
2022-02-02,0.9,5.5,-1.6,37.8,22.0,0.0,4.0,6.4,230.0,39.023,2,0,0,0.0
2022-02-03,0.7,6.5,-2.9,32.6,17.0,0.0,3.1,5.4,250.0,34.537,2,0,0,0.0
2022-02-04,-1.0,4.1,-4.4,30.4,18.0,0.0,3.4,6.4,290.0,31.829,2,0,0,0.0
2022-02-05,-3.5,1.6,-7.3,32.8,19.0,0.0,4.0,6.2,230.0,32.456,2,0,0,0.0
2022-02-06,-0.5,4.9,-6.1,30.0,19.0,0.0,2.7,5.0,250.0,30.666,2,0,0,0.0
2022-02-07,0.2,4.3,-3.8,36.8,25.0,0.0,1.9,3.8,230.0,34.968,2,0,0,0.0
2022-02-08,1.6,7.2,-2.2,39.5,22.0,0.0,1.7,3.0,320.0,38.094,2,0,0,0.0
2022-02-09,3.7,9.8,-2.1,45.3,24.0,0.0,2.5,4.1,230.0,43.086,2,0,0,0.0
2022-02-10,3.6,8.6,0.0,50.5,34.0,0.0,2.4,3.9,340.0,48.279,2,0,0,0.0
2022-02-11,5.9,11.7,-0.3,39.1,27.0,0.0,2.0,4.2,250.0,41.826,2,0,0,0.0
2022-02-12,6.4,10.4,3.4,45.6,35.0,0.0,1.7,3.4,340.0,44.63399999999999,2,0,0,0.0
2022-02-13,5.0,8.6,1.4,69.6,60.0,0.0,2.0,4.9,290.0,62.09199999999999,2,0,0,0.0
2022-02-14,6.2,11.2,2.6,63.0,29.0,0.5,2.1,4.9,250.0,62.385,2,0,0,0.0
2022-02-15,-0.5,3.5,-4.5,44.0,34.0,0.0,4.4,6.8,250.0,49.64,2,0,0,0.0
2022-02-16,-4.6,0.0,-7.2,32.5,20.0,0.0,3.8,6.3,230.0,38.048,2,0,0,0.0
2022-02-17,-3.9,1.5,-9.2,41.0,22.0,0.0,2.7,4.1,250.0,40.17,2,0,0,0.0
2022-02-18,2.3,8.7,-5.0,38.4,18.0,0.0,3.0,5.0,200.0,38.675,2,0,0,0.0
2022-02-19,3.7,7.1,-0.1,30.1,16.0,0.0,3.0,5.4,230.0,32.595,2,0,0,0.0
2022-02-20,-1.8,3.0,-5.5,29.0,15.0,0.0,3.7,6.6,250.0,30.238,2,0,0,0.0
2022-02-21,0.2,5.3,-5.0,37.8,29.0,0.0,3.0,5.2,250.0,35.519,2,0,0,0.0
2022-02-22,-1.2,2.8,-4.9,30.4,21.0,0.0,3.2,6.2,270.0,31.773,2,0,0,0.0
2022-02-23,-2.5,2.3,-6.8,34.3,23.0,0.0,2.3,4.1,230.0,33.605999999999995,2,0,0,0.0
2022-02-24,1.9,8.5,-4.0,24.5,12.0,0.0,3.6,5.5,230.0,27.272,2,1,1,0.09
2022-02-25,6.6,12.5,1.6,37.9,18.0,0.0,3.8,5.8,230.0,34.743,2,0,0,0.0
2022-02-26,8.9,13.9,4.8,47.6,30.0,0.7,4.6,8.9,230.0,43.644000000000005,2,0,0,0.0
2022-02-27,7.1,12.0,2.1,35.3,20.0,0.0,3.6,6.9,230.0,37.618,2,0,0,0.0
2022-02-28,9.5,16.1,5.2,38.9,23.0,0.0,2.3,6.2,230.0,38.759,2,0,0,0.0
2022-03-01,10.0,14.3,6.4,49.3,30.0,0.0,2.8,7.2,230.0,46.18899999999999,3,0,0,0.0
2022-03-02,7.9,14.2,3.0,34.9,18.0,0.0,3.1,5.7,230.0,38.07199999999999,3,0,0,0.0
2022-03-03,6.4,11.0,1.6,48.3,31.0,0.0,2.2,4.9,200.0,45.408,3,0,0,0.0
2022-03-04,12.6,18.9,1.4,28.8,17.0,0.0,3.7,8.8,250.0,33.742,3,1,1,30.89
2022-03-05,6.2,11.7,2.3,24.6,14.0,0.0,4.1,8.9,250.0,27.408,3,1,1,4190.38
2022-03-06,3.6,8.4,-0.2,32.6,16.0,0.0,2.6,4.8,320.0,31.205000000000005,3,0,0,0.0
2022-03-07,6.2,11.4,-0.8,32.5,21.0,0.0,2.1,4.1,250.0,31.856,3,0,0,0.0
2022-03-08,7.9,12.7,3.4,42.4,23.0,0.0,1.7,3.6,230.0,39.2,3,0,0,0.0
2022-03-09,8.1,13.4,2.0,56.8,43.0,0.0,1.6,3.2,320.0,51.493,3,0,0,0.0
2022-03-10,14.0,20.4,3.6,30.5,12.0,0.0,2.8,5.9,230.0,36.653,3,0,0,0.0
2022-03-11,16.2,21.8,12.5,33.3,18.0,0.0,2.6,4.6,230.0,34.657999999999994,3,0,0,0.0
2022-03-12,11.6,14.9,7.3,64.4,47.0,0.0,1.7,4.0,90.0,55.57899999999999,3,0,0,0.0
2022-03-13,7.2,10.3,6.4,89.4,79.0,4.4,1.8,4.8,320.0,78.70600000000002,3,0,0,0.0
2022-03-14,9.1,11.8,6.9,85.3,57.0,1.8,1.6,5.0,140.0,83.097,3,0,0,0.0
2022-03-15,10.3,14.7,6.9,66.1,46.0,0.0,2.3,4.2,230.0,71.52,3,0,0,0.0
2022-03-16,13.1,20.2,6.2,52.8,24.0,0.0,1.8,4.4,290.0,58.833,3,0,0,0.0
2022-03-17,6.8,10.0,5.8,86.3,75.0,12.4,1.3,3.2,90.0,78.15599999999999,3,0,0,0.0
2022-03-18,4.8,6.0,3.4,86.8,69.0,17.6,2.0,4.0,90.0,83.699,3,0,0,0.0
2022-03-19,2.1,3.4,1.1,92.5,88.0,36.7,1.0,2.9,320.0,89.735,3,0,0,0.0
2022-03-20,5.7,10.6,1.5,72.0,46.0,0.0,1.6,4.8,250.0,77.565,3,0,0,0.0
2022-03-21,6.5,10.5,2.1,64.4,50.0,0.0,2.0,3.5,230.0,68.559,3,0,0,0.0
2022-03-22,6.3,10.8,2.1,58.8,36.0,0.0,2.2,5.0,340.0,61.855,3,0,0,0.0
2022-03-23,7.6,11.6,2.1,49.6,38.0,0.0,3.0,5.2,230.0,53.148,3,0,0,0.0
2022-03-24,11.0,14.0,7.2,54.0,49.0,0.0,4.1,6.9,230.0,53.768,3,0,0,0.0
2022-03-25,13.6,17.2,10.6,59.4,45.0,4.8,1.3,3.8,200.0,57.616,3,0,0,0.0
2022-03-26,10.5,13.5,7.0,88.3,76.0,8.3,1.6,9.3,320.0,78.958,3,0,0,0.0
2022-03-27,11.9,17.2,6.6,43.9,22.0,0.0,3.1,6.1,250.0,54.168,3,0,0,0.0
2022-03-28,8.4,14.1,3.6,42.3,19.0,0.0,2.5,4.6,110.0,46.35299999999999,3,0,0,0.0
2022-03-29,13.9,20.2,4.4,32.8,19.0,0.0,2.8,5.8,230.0,37.142,3,0,0,0.0
2022-03-30,12.8,17.5,8.7,58.8,32.0,6.7,2.0,4.8,180.0,51.998,3,0,0,0.0
2022-03-31,6.6,8.8,4.0,90.6,85.0,10.2,1.9,3.7,320.0,78.745,3,0,0,0.0
2022-04-01,6.6,11.4,3.1,73.8,49.0,0.4,1.7,3.6,360.0,74.88,4,0,0,0.0
2022-04-02,9.3,14.7,2.3,58.4,38.0,0.0,1.9,4.3,90.0,63.746,4,0,0,0.0
2022-04-03,11.1,16.5,6.4,49.6,32.0,0.0,2.4,4.8,250.0,54.284,4,0,0,0.0
2022-04-04,14.7,19.7,7.3,32.8,22.0,0.0,2.5,5.2,230.0,39.182,4,1,1,0.3
2022-04-05,16.5,22.2,11.3,20.4,15.0,0.0,4.1,6.5,230.0,26.064,4,0,0,0.0
2022-04-06,12.7,15.3,8.6,52.8,24.0,0.0,2.2,4.5,320.0,44.82399999999999,4,0,0,0.0
2022-04-07,13.6,21.4,8.2,46.0,20.0,0.0,1.8,5.5,250.0,45.172,4,0,0,0.0
2022-04-08,16.0,23.7,5.3,40.0,21.0,0.0,2.1,6.4,230.0,41.508,4,0,0,0.0
2022-04-09,23.3,27.3,18.9,30.0,20.0,0.0,5.7,9.1,250.0,33.804,4,0,0,0.0
2022-04-10,25.4,31.3,21.7,21.9,13.0,0.0,4.3,7.1,230.0,25.51,4,0,0,0.0
2022-04-11,24.4,28.0,19.9,35.4,23.0,0.0,3.1,6.2,230.0,32.46,4,0,0,0.0
2022-04-12,19.7,26.1,11.8,59.4,39.0,0.0,3.3,7.1,270.0,51.093,4,0,0,0.0
2022-04-13,8.9,11.8,8.0,87.8,78.0,19.0,1.9,4.6,290.0,76.47499999999998,4,0,0,0.0
2022-04-14,9.5,11.1,8.2,77.0,51.0,3.1,0.9,2.3,50.0,76.67999999999999,4,0,0,0.0
2022-04-15,10.2,14.8,6.5,63.1,41.0,0.0,1.8,3.1,90.0,67.498,4,0,0,0.0
2022-04-16,14.0,20.2,5.0,43.1,24.0,0.0,2.4,4.2,230.0,50.814,4,0,0,0.0
2022-04-17,17.6,21.9,12.2,24.3,18.0,0.0,2.3,3.8,230.0,32.357,4,0,0,0.0
2022-04-18,17.3,24.7,10.3,33.6,17.0,0.0,2.2,6.0,320.0,33.29,4,0,0,0.0
2022-04-19,16.3,22.7,8.2,52.0,28.0,0.0,1.5,4.3,230.0,46.114,4,0,0,0.0
2022-04-20,20.9,26.1,16.1,24.1,16.0,0.0,3.3,5.5,200.0,30.351000000000003,4,0,0,0.0
2022-04-21,20.0,23.6,16.1,31.0,24.0,0.0,3.5,5.6,250.0,31.168,4,0,0,0.0
2022-04-22,21.1,24.9,17.8,49.0,42.0,0.0,4.0,7.3,250.0,43.747,4,0,0,0.0
2022-04-23,16.7,20.2,12.4,60.3,50.0,0.0,2.2,5.2,230.0,54.90299999999999,4,0,0,0.0
2022-04-24,24.1,29.3,12.0,38.0,24.0,0.0,3.2,6.3,250.0,43.02,4,1,2,0.07
2022-04-25,22.0,24.8,19.6,49.9,26.0,0.0,1.9,4.2,230.0,48.221,4,0,0,0.0
2022-04-26,20.8,24.3,16.3,71.0,37.0,23.5,1.9,6.3,250.0,64.14899999999999,4,0,0,0.0
2022-04-27,15.0,22.5,11.1,55.8,32.0,0.0,2.7,6.8,290.0,57.893,4,0,0,0.0
2022-04-28,13.3,16.6,9.6,75.8,63.0,0.0,1.7,4.0,320.0,70.687,4,0,0,0.0
2022-04-29,9.5,12.7,8.3,88.8,77.0,22.8,1.9,3.9,320.0,83.356,4,0,0,0.0
2022-04-30,13.1,18.8,6.0,62.6,47.0,0.0,1.7,3.5,230.0,68.56,4,0,0,0.0
2022-05-01,14.8,20.2,9.7,42.5,20.0,0.0,3.0,6.0,230.0,50.76,5,0,0,0.0
2022-05-02,11.7,15.4,8.2,60.9,41.0,0.9,2.1,4.3,320.0,58.176,5,0,0,0.0
2022-05-03,17.6,23.9,8.2,37.8,22.0,0.0,3.8,6.4,230.0,43.493,5,0,0,0.0
2022-05-04,23.7,29.0,18.9,28.5,22.0,0.0,5.1,8.0,230.0,33.047999999999995,5,0,0,0.0
2022-05-05,23.5,28.1,18.0,33.8,27.0,0.0,2.8,6.7,230.0,33.83299999999999,5,0,0,0.0
2022-05-06,22.9,27.1,16.4,45.6,34.0,0.0,2.5,5.6,180.0,41.809,5,0,0,0.0
2022-05-07,14.9,22.4,10.9,73.9,43.0,4.6,2.3,6.4,320.0,64.07100000000001,5,0,0,0.0
2022-05-08,13.7,17.7,9.3,66.5,40.0,0.0,1.3,2.8,250.0,65.536,5,0,0,0.0
2022-05-09,16.7,21.6,11.9,49.6,33.0,0.0,2.0,3.8,230.0,54.561,5,0,0,0.0
2022-05-10,15.6,22.3,8.6,50.1,26.0,0.0,1.7,5.3,110.0,51.862,5,0,0,0.0
2022-05-11,17.9,21.6,11.9,64.5,54.0,0.0,1.5,3.0,50.0,60.637,5,0,0,0.0
2022-05-12,16.9,21.0,13.8,68.3,51.0,0.0,2.6,5.6,290.0,65.705,5,0,0,0.0
2022-05-13,13.2,17.3,11.3,80.0,68.0,0.3,2.0,4.5,320.0,75.678,5,0,0,0.0
2022-05-14,15.8,21.7,9.0,49.5,27.0,0.0,2.4,5.2,230.0,57.366,5,0,0,0.0
2022-05-15,15.9,20.1,10.4,39.6,25.0,0.0,2.4,4.2,110.0,45.269,5,0,0,0.0
2022-05-16,19.9,26.0,14.1,35.1,23.0,0.0,2.9,5.9,290.0,38.355,5,0,0,0.0
2022-05-17,20.9,26.0,16.2,41.0,28.0,0.0,2.8,5.8,110.0,39.977,5,0,0,0.0
2022-05-18,24.0,28.0,17.0,36.4,29.0,0.0,3.1,5.8,200.0,37.325,5,0,0,0.0
2022-05-19,23.4,26.4,20.1,35.3,23.0,0.0,3.4,6.0,230.0,35.913,5,0,0,0.0
2022-05-20,24.8,29.7,20.9,31.0,21.0,0.0,3.1,5.8,230.0,32.538,5,0,0,0.0
2022-05-21,25.3,30.2,19.7,41.6,30.0,0.0,2.8,4.3,230.0,38.883,5,0,0,0.0
2022-05-22,21.8,28.3,16.8,55.0,39.0,0.0,2.4,5.6,250.0,50.049,5,0,0,0.0
2022-05-23,23.6,29.8,15.4,59.3,42.0,0.0,1.2,3.9,110.0,56.352,5,0,0,0.0
2022-05-24,28.0,33.3,23.5,40.3,28.0,0.0,2.0,4.1,110.0,45.16799999999999,5,0,0,0.0
2022-05-25,26.4,31.0,22.1,39.9,32.0,0.0,2.6,7.1,250.0,41.79099999999999,5,0,0,0.0
2022-05-26,22.1,26.1,17.3,40.6,26.0,0.0,3.3,6.0,230.0,41.0,5,1,1,0.02
2022-05-27,20.6,24.2,17.1,51.5,27.0,0.0,2.5,6.0,250.0,48.172,5,0,0,0.0
2022-05-28,26.9,33.4,18.9,32.6,20.0,0.0,4.0,7.5,230.0,37.159000000000006,5,0,0,0.0
2022-05-29,26.2,31.6,20.4,34.6,19.0,0.0,3.4,7.5,230.0,35.563,5,0,0,0.0
2022-05-30,19.0,23.8,17.1,74.5,47.0,0.0,1.9,4.1,360.0,62.897000000000006,5,0,0,0.0
2022-05-31,23.0,28.3,15.4,42.9,22.0,0.0,2.6,5.4,320.0,48.33,5,0,0,0.0
2022-06-01,23.9,30.0,18.8,33.4,16.0,0.0,2.5,5.5,230.0,38.213,6,0,0,0.0
2022-06-02,24.8,31.5,18.4,38.4,24.0,0.0,2.2,4.8,230.0,38.798,6,0,0,0.0
2022-06-03,19.8,22.8,18.0,76.8,61.0,0.0,2.3,5.1,320.0,65.065,6,0,0,0.0
2022-06-04,20.4,23.8,16.3,75.8,61.0,0.0,1.8,4.2,140.0,72.10999999999999,6,1,1,0.06
2022-06-05,20.4,23.5,18.9,80.1,65.0,8.7,2.1,4.9,110.0,77.758,6,0,0,0.0
2022-06-06,16.1,19.0,14.3,95.0,91.0,64.5,2.5,5.8,290.0,90.13,6,0,0,0.0
2022-06-07,15.6,17.5,14.2,82.9,68.0,1.7,2.0,3.6,340.0,84.911,6,0,0,0.0
2022-06-08,17.4,21.2,13.3,71.5,56.0,0.0,1.5,2.6,250.0,75.683,6,0,0,0.0
2022-06-09,17.7,22.4,13.5,80.6,63.0,7.7,0.8,3.3,320.0,79.37299999999999,6,0,0,0.0
2022-06-10,21.1,27.4,15.0,77.5,53.0,0.0,1.1,3.1,340.0,77.862,6,0,0,0.0
2022-06-11,19.5,21.6,17.2,85.5,78.0,0.0,1.2,4.0,320.0,83.13699999999999,6,0,0,0.0
2022-06-12,19.8,23.9,15.4,76.6,61.0,0.0,2.1,3.8,110.0,78.563,6,0,0,0.0
2022-06-13,20.4,23.7,18.4,77.3,62.0,0.0,1.9,4.7,110.0,77.74,6,0,0,0.0
2022-06-14,18.1,20.3,16.1,82.8,68.0,4.9,1.3,2.8,70.0,81.34699999999998,6,0,0,0.0
2022-06-15,16.4,18.1,15.2,88.3,79.0,9.0,1.1,3.3,320.0,86.079,6,0,0,0.0
2022-06-16,21.9,27.2,15.5,70.4,51.0,0.0,1.9,4.5,230.0,75.055,6,0,0,0.0
2022-06-17,27.5,32.0,21.4,52.1,40.0,0.0,2.5,5.1,230.0,59.215,6,0,0,0.0
2022-06-18,28.3,31.6,25.1,58.3,48.0,0.0,2.2,4.3,180.0,58.807,6,0,0,0.0
2022-06-19,28.5,32.1,24.8,59.8,50.0,0.0,1.9,4.1,110.0,59.279,6,0,0,0.0
2022-06-20,27.9,31.9,24.2,60.4,47.0,0.0,1.9,3.6,90.0,59.884,6,0,0,0.0
2022-06-21,25.9,29.9,22.4,75.4,63.0,0.0,1.5,3.2,340.0,70.79499999999999,6,0,0,0.0
2022-06-22,26.9,31.7,21.9,74.9,57.0,0.0,1.3,3.2,320.0,73.532,6,0,0,0.0
2022-06-23,25.3,28.9,22.2,84.1,68.0,21.7,1.1,4.5,320.0,80.94,6,0,0,0.0
2022-06-24,27.7,30.7,23.3,65.8,50.0,27.5,3.0,6.6,250.0,70.38499999999999,6,0,0,0.0
2022-06-25,30.5,35.3,24.4,48.4,36.0,0.0,4.5,7.7,230.0,55.17399999999999,6,0,0,0.0
2022-06-26,29.2,32.3,23.7,64.4,54.0,4.0,2.6,6.1,320.0,61.889,6,0,0,0.0
2022-06-27,28.4,31.4,26.2,77.6,56.0,10.3,1.3,5.1,230.0,72.562,6,0,0,0.0
2022-06-28,31.2,33.6,26.0,56.8,49.0,0.0,2.1,5.7,230.0,61.24,6,0,0,0.0
2022-06-29,30.6,32.9,27.3,62.8,52.0,0.2,2.4,6.7,180.0,62.684,6,0,0,0.0
2022-06-30,25.5,29.2,24.1,84.5,66.0,25.8,1.8,3.9,180.0,78.014,6,0,0,0.0
2022-07-01,30.3,34.6,24.1,63.9,49.0,0.0,2.1,4.4,110.0,67.72999999999999,7,0,0,0.0
2022-07-02,29.3,33.4,25.1,68.6,54.0,0.0,1.7,3.4,320.0,68.599,7,0,0,0.0
2022-07-03,30.2,34.7,25.7,64.6,50.0,0.0,1.4,2.9,230.0,65.948,7,0,0,0.0
2022-07-04,29.3,32.7,26.2,68.4,53.0,0.0,1.6,3.5,320.0,67.519,7,0,0,0.0
2022-07-05,27.7,31.9,24.9,77.3,60.0,0.0,1.3,2.7,320.0,74.37,7,0,0,0.0
2022-07-06,26.7,29.1,24.3,81.5,72.0,0.1,1.2,2.6,90.0,79.23599999999999,7,0,0,0.0
2022-07-07,30.0,33.6,25.5,73.1,57.0,0.0,1.2,4.6,140.0,74.933,7,0,0,0.0
2022-07-08,30.8,34.6,28.2,63.0,47.0,0.0,2.0,5.3,250.0,66.744,7,0,0,0.0
2022-07-09,28.1,31.0,25.7,74.3,65.0,0.0,1.1,3.5,340.0,72.172,7,0,0,0.0
2022-07-10,25.5,26.8,24.4,87.0,79.0,5.5,0.9,3.1,340.0,82.36299999999999,7,0,0,0.0
2022-07-11,24.5,28.9,22.3,90.3,71.0,32.7,1.7,5.9,290.0,87.70100000000001,7,0,0,0.0
2022-07-12,23.5,27.0,22.0,84.0,68.0,0.1,1.2,3.2,340.0,85.179,7,0,0,0.0
2022-07-13,23.2,24.5,22.2,90.3,80.0,27.0,0.8,3.0,110.0,88.94099999999999,7,0,0,0.0
2022-07-14,23.2,24.5,21.9,88.8,81.0,2.6,1.5,4.6,320.0,88.809,7,0,0,0.0
2022-07-15,23.9,29.9,21.1,84.5,64.0,22.2,1.4,6.4,140.0,85.75099999999999,7,0,0,0.0
2022-07-16,25.2,30.1,22.1,79.5,57.0,22.6,1.6,5.5,290.0,81.475,7,0,0,0.0
2022-07-17,25.2,28.1,22.0,80.1,71.0,0.0,1.4,3.0,340.0,80.549,7,0,0,0.0
2022-07-18,26.3,31.8,23.4,79.3,58.0,0.0,1.6,4.5,320.0,79.63,7,0,0,0.0
2022-07-19,26.1,29.7,23.5,77.9,64.0,0.0,1.4,2.6,160.0,78.382,7,0,0,0.0
2022-07-20,28.7,33.1,25.3,66.5,51.0,0.1,1.7,2.9,230.0,70.084,7,0,0,0.0
2022-07-21,22.9,26.1,21.9,93.5,84.0,69.9,1.7,3.9,320.0,86.58200000000001,7,0,0,0.0
2022-07-22,23.4,26.8,21.5,87.0,71.0,14.8,2.0,4.4,70.0,86.592,7,0,0,0.0
2022-07-23,24.4,28.5,20.4,81.9,66.0,12.3,1.6,3.2,70.0,83.27000000000001,7,0,0,0.0
2022-07-24,26.0,31.4,22.7,82.0,59.0,6.1,1.4,3.2,320.0,82.67500000000001,7,0,0,0.0
2022-07-25,25.4,29.7,23.2,82.0,68.0,0.0,1.4,3.4,320.0,82.143,7,0,0,0.0
2022-07-26,24.7,27.9,21.5,83.4,73.0,0.0,1.2,2.6,110.0,82.97699999999999,7,0,0,0.0
2022-07-27,25.5,29.3,20.9,80.3,71.0,0.1,1.7,3.7,110.0,81.08999999999999,7,0,0,0.0
2022-07-28,26.1,28.2,23.3,83.6,75.0,0.0,1.6,4.0,110.0,82.87799999999997,7,0,0,0.0
2022-07-29,26.7,28.8,24.5,86.1,78.0,0.0,1.0,2.3,90.0,85.11299999999997,7,0,0,0.0
